Site_ID,Sample_ID,Data_Source,Latitude_Degrees,Longitude_Degrees,Ocean_Name,Reef_ID,Realm_Name,Ecoregion_Name,Country_Name,State_Island_Province_Name,City_Town_Name,Site_Name,Distance_to_Shore,Exposure,Turbidity,Cyclone_Frequency,Date_Day,Date_Month,Date_Year,Depth_m,Substrate_Name,Percent_Cover,Bleaching_Level,Percent_Bleaching,ClimSST,Temperature_Kelvin,Temperature_Mean,Temperature_Minimum,Temperature_Maximum,Temperature_Kelvin_Standard_Deviation,Windspeed,SSTA,SSTA_Standard_Deviation,SSTA_Mean,SSTA_Minimum,SSTA_Maximum,SSTA_Frequency,SSTA_Frequency_Standard_Deviation,SSTA_FrequencyMax,SSTA_FrequencyMean,SSTA_DHW,SSTA_DHW_Standard_Deviation,SSTA_DHWMax,SSTA_DHWMean,TSA,TSA_Standard_Deviation,TSA_Minimum,TSA_Maximum,TSA_Mean,TSA_Frequency,TSA_Frequency_Standard_Deviation,TSA_FrequencyMax,TSA_FrequencyMean,TSA_DHW,TSA_DHW_Standard_Deviation,TSA_DHWMax,TSA_DHWMean,Date,Site_Comments,Sample_Comments,Bleaching_Comments,Reef_Regime
4514,10325032,Donner,18.463,-77.947,Atlantic,nd,Tropical Atlantic,Jamaica,Jamaica,St. James Parish,Montego Bay,nd,41.5,Exposed,0.0343,58.72,15,9,2005,0.0,nd,0.0,0.0,5.5,302.29,303.67,301.11,297.98,304.66,1.14,3.0,1.15,1,0.0,-3.35,2.3,11,3.83,14,3,6.05,2.1,10.67,1.01,1.15,1.14,-4.53,2.13,-1.4,3,1.53,6,1,3.51,1.06,7.76,0.31,9/15/2005,Sampled by snorkeling observation was the area of Dr̥s Cave Beach westward to the spur and groove formations and drop to 10M depth; an area of approximately 200m (west) x50m (north) including shallow lagoon/patch reef; reef crest and spur and groove reef,Sampled by snorkeling observation was the area of Dr̥s Cave Beach westward to the spur and groove formations and drop to 10M depth; an area of approximately 200m (west) x50m (north) including shallow lagoon/patch reef; reef crest and spur and groove reef,Bleaching percentage averaged from code: Mild (1-10% Bleached),Degraded
6699,10319089,Reef_Check,12.0745,-68.8792,Atlantic,68.52.45.1W.12.4.28.3N,Tropical Atlantic,Netherlands Antilles and south Caribbean,Netherlands Antilles,ABC Islands,Curacao,nd,115.72,Sheltered,0.0363,51.76,27,5,2012,12.0,Nutrient Indicator Algae,0.0,0.0,0.0,300.01,298.96,300.09,296.89,303.83,1.15,8.0,-0.79,0.74,0.0,-2.78,2.6,7,4.41,21,3,0,2.2,14.41,1.21,-2.62,1.15,-4.69,2.25,-1.48,0,1.27,6,0,0,0.88,7.65,0.26,5/27/2012,nd,nd,nd,Degraded
5487,10317759,Reef_Check,-23.1506,43.5713,Indian,43.34.16.62E.23.9.2.16S,Western Indo-Pacific,South Madagascar,Madagascar,Toliara Province,Ifaty,nd,4050.31,Sheltered,0.1586,37.72,27,4,2009,8.5,Hard Coral,21.25,0.0,0.28,298.33,298.8,299.47,294.87,307.27,2.11,3.0,-1.23,0.96,0.0,-4.39,4.93,4,4.08,21,6,1.66,2.81,17.12,2.35,-3.55,2.11,-7.48,4.92,-2.87,0,1.69,7,1,0,1.38,9.78,0.52,4/27/2009,nd,nd,nd,Degraded
1922,10309992,Reef_Check,5.0201,114.7302,Pacific,114.43.815E.5.1.205N,Central Indo-Pacific,Sunda Shelf south-east Asia,Brunei,Brunei-Muara District,Jerudong,nd,13013.34,Exposed,0.1443,53.29,21,5,2016,6.0,Nutrient Indicator Algae,8.12,0.0,0.0,303.68,302.9,302.52,297.62,306.13,1.39,2.0,-0.89,0.91,0.0,-3.52,2.94,4,4.38,22,6,1.12,2.39,12.7,2.09,-1.02,1.39,-6.29,2.21,-1.39,0,1.37,5,0,0,0.91,6.67,0.28,5/21/2016,nd,nd,nd,Degraded
8457,10319431,Reef_Check,21.8133,-72.21,Atlantic,72.12.36W.21.48.48N,Tropical Atlantic,Bahamas and Florida Keys,Turks and Caicos,Providenciales,Turtle Harbor,nd,3037.29,Exposed,0.0399,65.96,7,4,2004,2.5,Nutrient Indicator Algae,6.88,0.0,0.0,299.7,299.42,299.92,295.94,304.17,1.56,4.0,0.46,0.83,0.0,-2.92,3.26,3,4.46,19,5,0,2.35,12.89,1.81,-2.34,1.56,-5.81,2.4,-1.83,0,1.36,6,1,0,0.95,5.98,0.36,4/7/2004,nd,nd,nd,Degraded
4213,10310242,Reef_Check,-8.3624,116.0314,Pacific,116.031375E.8.362419S,Central Indo-Pacific,Lesser Sunda Islands and Savu Sea,Indonesia,West Nusa Tenggara,North Lombok Regency,nd,241.76,Exposed,0.0442,47.39,19,11,2015,10.0,Hard Coral,49.38,0.0,0.0,301.6,303.41,301.6,297.57,305.47,1.12,3.0,1.46,0.94,0.0,-3.28,3.52,10,5.27,30,6,1.31,3.48,21.05,2.5,0.82,1.12,-5.01,2.87,-0.98,3,1.78,8,2,0,1.32,8.06,0.67,11/19/2015,nd,nd,nd,Transitional
5724,10321684,Reef_Check,6.5065,117.9275,Pacific,NSKensRock,Central Indo-Pacific,Sulu Sea,Malaysia,Sabah,Beluran District,nd,1024.04,Sometimes,0.0612,54.44,27,7,2017,13.0,Hard Coral,36.88,0.0,7.0,303.07,304.23,302.22,297.48,305.81,1.23,3.0,1.29,0.86,0.0,-3.88,2.91,12,4.17,16,5,4.99,2.51,14.52,1.84,1.16,1.23,-5.58,2.74,-0.83,6,2.33,11,2,3.7,1.54,9.52,0.81,7/27/2017,nd,nd,nd,Transitional
8238,10321345,Reef_Check,10.1228,99.835,Pacific,99.50.099E.10.7.366N,Central Indo-Pacific,Gulf of Thailand,Thailand,Surat Thani,Ko Pha-ngan District,nd,182.74,Sheltered,0.0568,50.27,15,3,2018,8.0,Hard Coral,31.25,0.0,5.0,303.64,303,302.09,297.17,306.79,1.35,2.0,0.52,0.98,0.0,-3.62,3.72,14,5.65,24,7,0,3.68,24.2,2.63,-0.64,1.35,-6.46,3.14,-1.54,0,1.73,8,1,0,1.64,17.94,0.47,3/15/2018,nd,nd,nd,Transitional
6918,10318319,Reef_Check,26.3582,56.4981,Arabian Gulf,56.29.53.03E.26.21.29.42N,Western Indo-Pacific,Gulf of Oman,Oman,Musandam Governorate,Kumzar,nd,54.36,Sheltered,0.1064,46.33,28,10,2016,3.0,Hard Coral,44.38,0.0,0.0,298.28,301.96,300.4,292.72,308.2,3.48,3.0,0.45,1.07,0.0,-3.82,4.01,11,5.43,27,7,6.82,3.67,21.57,2.88,-2.62,3.48,-11.85,3.61,-4.17,1,1.87,8,1,0,1.87,18.07,0.65,10/28/2016,nd,nd,nd,Transitional
2111,10309819,Reef_Check,22.2637,114.3489,Pacific,114.20.937E.22.15.823N,Central Indo-Pacific,Hong Kong,China,Hong Kong,Sai Kung District,nd,13.77,Sheltered,0.2824,52.34,28,6,2002,6.0,Hard Coral,15.62,0.0,0.0,301.8,301.38,296.82,284.54,304.75,4.2,4.0,0.29,1.3,0.0,-5.91,5.07,13,5.49,23,10,11.54,5.16,32.36,4.37,-0.5,4.2,-17.34,2.86,-5.05,1,1.47,7,1,0,1.23,10.62,0.39,6/28/2002,nd,nd,nd,Degraded
14081,10276623,FRRP,26.1594,-80.089,Atlantic,nd,Tropical Atlantic,Bahamas and Florida Keys,United States,Florida,Broward County,nd,1006.0,Exposed,0.0425,63.75,30,9,2014,8.9,nd,0.0,0.0,18.42,262.15,302.18,299.79,294.22,304.8,2.12,3.0,0.31,0.78,0.0,-3.25,2.55,10.5,3.52,15.75,4,1.66,2.06,12.28,1.4,-0.48,2.12,-8.44,2.12,-2.86,0.75,0.81,3.75,0,0.83,0.58,4.49,0.14,9/30/2014,nd,nd,nd,Degraded
3338,10316316,Reef_Check,-17.1364,178.5249,Pacific,178.31.495E.17.08.183S,Central Indo-Pacific,Fiji,Fiji,Vatu-i-Ra,Nai'a Cruises,nd,22917.09,Sheltered,0.0565,39.99,28,10,2007,16.0,Hard Coral,49.38,0.0,0.0,300.22,301.25,299.99,296.27,304.1,1.51,5.0,2.05,0.82,0.0,-2.56,3.09,14,5.56,24,5,13.18,3,19.21,1.85,-0.55,1.51,-5.52,2.29,-1.8,0,1.03,4,0,0,0.74,5.86,0.21,10/28/2007,nd,nd,nd,Transitional
4695,9712,Kumagai,34.8439,138.7619,Pacific,nd,Temperate Northern Pacific,Honshu Japan,Japan,Shizuoka,Suruga Bay,nd,48.29,Exposed,0.0778,60.05,15,7,2010,6.0,nd,0.0,0.0,0.0,262.15,300.15,293.0,285.0,302.67,4.31,2.0,2.15,1.18,0.0,-3.98,10.88,9.25,6.3,33.75,9.5,2.62,4.64,26.2,3.93,0.74,4.31,-14.41,3.26,-6.4,0.5,1.68,6,1.25,0,1.7,11.04,0.62,7/15/2010,nd,nd,nd,Degraded
2756,10324566,Donner,18.5555,-68.3427,Atlantic,nd,Tropical Atlantic,Hispaniola Puerto Rico and Lesser Antilles,Dominican Republic,La Altagracia,Punta Cana,nd,175.8,Exposed,0.0323,58.68,15,8,2003,1.2,nd,0.0,0.0,0.0,262.15,301.88,300.32,296.99,303.87,1.17,7.0,0.54,1,0.0,-2.69,2.32,4.5,3.64,16.75,2.75,0.66,1.78,12.88,0.96,0.12,1.17,-4.77,2.1,-1.43,0,1.32,5,0.25,0,0.93,6.55,0.3,8/15/2003,nd,nd,nd,Degraded
6435,10326230,Donner,18.6672,-87.7142,Atlantic,nd,Tropical Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,nd,1132.23,Sometimes,0.0286,49.1,15,5,2005,16.05,nd,0.0,0.0,9.3,262.15,301.35,300.88,297.55,304.62,1.2,4.0,0.51,1,0.0,-3.77,3.18,1.33,2.93,14.33,2.33,0.72,1.57,9.01,0.85,-0.91,1.2,-4.7,2.35,-1.37,0.33,1.12,4.67,0,0,0.79,6.68,0.24,5/15/2005,Number of colonies observed: 28 ; Number of bleached colonies: 12,Number of colonies observed: 28 ; Number of bleached colonies: 12,nd,Degraded
7997,10311693,Reef_Check,22.3231,120.3656,Pacific,120.21.56E.22.19.23N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Pingtung County,Liuqiu Township,nd,133.11,Exposed,0.0549,59.1,30,10,2019,5.0,Nutrient Indicator Algae,6.88,0.0,0.0,297.67,299.59,299.79,294.33,304.72,2.1,13.0,-0.24,0.87,0.0,-5.39,2.72,17,4.48,20,6,0,2.51,13.43,1.99,-2.73,2.1,-7.98,2.39,-2.52,2,1.61,7,1,0,1.06,7.44,0.34,10/30/2019,nd,nd,nd,Degraded
7179,10319645,Reef_Check,10.015,125.0133,Pacific,720678E.1107724N,Central Indo-Pacific,South-east Philippines,Philippines,Eastern Visayas,Southern Leyte,nd,260.5,Sheltered,0.0514,56.67,27,11,2006,12.0,Nutrient Indicator Algae,0.0,0.0,0.0,300.39,301.59,301.33,297.8,304.6,1.17,6.0,0.22,0.8,0.0,-3.05,2.98,3,4.77,23,5,0,3.01,18.05,1.88,-0.63,1.17,-4.42,2.37,-0.87,0,2.58,11,2,0,1.91,14.86,0.78,11/27/2006,nd,nd,nd,Degraded
999855,10329832,AGRRA,18.3774,-78.3111,Atlantic,nd,Tropical Atlantic,Jamaica,Jamaica,Hanover Parish,Orange Bay,Orange Bay West Coast - Shallow,476.88,Sheltered,0.029,60.35,16,8,2000,2.0,nd,0.0,0.0,4.64,302.62,301.7,301.35,297.79,305.01,1.17,6.0,-0.91,0.72,0.0,-3.18,2.36,4,3.32,17,4,0,2.12,12.39,1.27,-0.94,1.17,-4.84,2.36,-1.28,4,2.08,11,1,0,1.51,10.36,0.48,8/16/2000,nd,nd,nd,Degraded
7206,10311882,Reef_Check,12.3072,121.3622,Pacific,121.21.44E.12.18.25.9N,Central Indo-Pacific,South-east Philippines,Philippines,Mimaropa,Oriental Mindoro,nd,237.54,Sheltered,0.0691,53.74,23,6,2013,7.5,Hard Coral,18.75,0.0,0.0,301.83,302.89,301.07,297.17,305.07,1.36,3.0,0.44,0.76,0.0,-2.48,2.91,8,4.33,22,4,5.74,2.72,15.19,1.59,0.34,1.36,-5.38,2.51,-1.47,2,1.84,8,1,2.2,1.44,11.29,0.43,6/23/2013,nd,nd,nd,Degraded
2961,10317379,Reef_Check,24.9272,34.9647,Red Sea,34.57.53E.24.55.38N,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,nd,190.68,Exposed,0.0361,47.58,14,7,2018,3.5,Nutrient Indicator Algae,0.62,0.0,0.0,302.01,302.45,298.65,292.77,304.82,2.57,4.0,1.16,0.94,0.0,-3.25,3.5,10,7.09,37,6,8.41,3.94,24.17,2.39,0.41,2.57,-9.26,2.77,-3.38,0,2.48,10,1,0,2.07,17.95,0.66,7/14/2018,nd,nd,nd,Degraded
4418,10320272,Reef_Check,18.3422,-78.3556,Atlantic,78.21.335W.18.20.535N,Tropical Atlantic,Jamaica,Jamaica,Hanover Parish,Orange Bay,nd,896.12,Exposed,0.0271,60.35,10,7,2014,8.4,Hard Coral,9.38,0.0,0.75,302.72,302.65,301.37,298.35,305.01,1.16,6.0,0.68,0.68,0.0,-3.31,2.45,7,3.55,18,3,2.13,1.96,12.92,1.03,-0.2,1.16,-4.5,2.15,-1.47,4,1.34,6,0,0,1,6.45,0.28,7/10/2014,nd,nd,nd,Degraded
9673,10308912,Reef_Check,16.1117,108.3117,Pacific,108.18.42E.16.06.42N,Central Indo-Pacific,North Vietnam,Vietnam,Da Nang,Tho Quang,nd,45.84,Sometimes,0.0,45.05,3,6,2005,7.5,Hard Coral,24.38,0.0,0.0,302.22,300.94,299.41,292.22,304.86,2.7,4.0,-0.17,1.08,0.0,-3.65,3.52,9,6.61,32,9,0,3.78,19.27,3.45,-1.67,2.7,-10.38,2.25,-3.19,1,1.76,9,1,0,1.29,10.23,0.46,6/3/2005,nd,nd,nd,Degraded
6179,10319798,Reef_Check,4.3498,73.6143,Indian,73.36.860E.4.20.989N,Western Indo-Pacific,Maldive Islands,Maldives,Male Atoll,Kaafu Atoll,nd,188.18,Exposed,0.0,42.37,16,9,2001,2.0,Hard Coral,3.75,0.0,0.0,301.75,301.06,301.8,298.45,305.26,0.88,4.0,-0.59,0.74,0.0,-3.25,2.93,3,4.45,25,4,1.46,2.08,10.58,1.34,-1.67,0.88,-4.27,2.52,-0.92,0,1.56,6,0,0,1.13,8.89,0.28,9/16/2001,nd,nd,nd,Degraded
9724,10308978,Reef_Check,11.2317,108.8294,Pacific,108.49.46E.11.13.54N,Central Indo-Pacific,South Vietnam,Vietnam,Binh Thuan Province,Hon Cau Island,nd,356.63,Sheltered,0.1821,48.62,27,8,2006,3.0,Hard Coral,40.0,0.0,0.0,301.05,299.64,299.79,294.92,304.91,1.7,4.0,-0.53,1.02,0.0,-3.29,3.56,7,7.08,38,8,1.44,4.56,28.32,3.09,-1.96,1.7,-6.67,3.3,-1.8,5,2.24,11,2,0,1.97,13.03,0.79,8/27/2006,nd,nd,nd,Transitional
2982,10317272,Reef_Check,25.244,34.7986,Red Sea,34.47.54.98E.25.14.38.29N,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,nd,357.56,Exposed,0.0396,47.62,20,6,2015,3.5,Nutrient Indicator Algae,0.0,0.0,0.0,301.75,299.52,298.49,292.86,304.5,2.53,6.0,-0.43,0.99,0.0,-4.11,3.28,9,8.06,38,7,4.01,4.32,24.15,2.62,-2.38,2.53,-9.03,2.59,-3.4,0,2.48,10,1,0,1.98,16.15,0.64,6/20/2015,nd,nd,nd,Degraded
6853,10315714,Reef_Check,-21.6422,166.3033,Pacific,166.18.20E.21.38.53S,Central Indo-Pacific,New Caledonia,New Caledonia,South Province,nd,nd,50.95,Sheltered,0.0688,50.01,13,12,2003,3.0,Hard Coral,33.12,0.0,0.0,300.45,299.15,298.53,294.39,303.91,1.8,8.0,-0.44,0.79,0.0,-2.69,3.3,0,5.41,28,4,0,3.36,25.12,1.73,-1.66,1.8,-6.42,3.09,-2.26,0,1.7,6,1,0,1.62,11.42,0.5,12/13/2003,nd,nd,nd,Transitional
5697,10322004,Reef_Check,5.7995,103.0169,Pacific,NSTalukMateDelah,Central Indo-Pacific,Sunda Shelf south-east Asia,Malaysia,Terengganu,Kuala Nerus,nd,57.65,Sheltered,0.0444,49.62,8,5,2016,9.0,Hard Coral,39.38,0.0,0.0,303.46,304.26,302.27,297.48,305.91,1.41,2.0,0.6,0.93,0.0,-3.43,3.01,13,6.29,31,6,4.68,3.46,21.55,2.44,0.52,1.41,-6.25,2.16,-1.46,2,2.04,10,1,0,1.32,11.77,0.43,5/8/2016,nd,nd,nd,Transitional
9625,10309244,Reef_Check,11.716,109.2084,Pacific,109.20845E.11.71599N,Central Indo-Pacific,South Vietnam,Vietnam,Ninh Thuan Province,Vinh Hai,nd,47.93,Exposed,0.0,50.05,24,7,2008,8.5,Nutrient Indicator Algae,0.62,0.0,0.0,262.15,302.2,299.7,294.55,304.79,1.86,6.0,1.96,1.14,0.0,-4.16,4,5.8,6.91,33.2,8.8,0.88,4.63,28.61,3.66,0.99,1.86,-6.66,3.56,-1.5,4,3.67,17.6,3.6,0.65,2.95,22.45,1.51,7/24/2008,nd,nd,nd,Degraded
2131,10321947,Reef_Check,22.3646,114.2958,Pacific,NSSharpIslandNorth,Central Indo-Pacific,Hong Kong,China,Hong Kong,Sai Kung District,nd,99.38,Sheltered,0.2481,52.89,11,9,2004,3.0,Nutrient Indicator Algae,0.0,0.0,0.0,299.57,300.35,296.85,284.68,305.82,4.2,4.0,-0.92,1.33,0.0,-6.02,8.08,16,6.24,28,11,7.9,5.06,29.86,4.51,-1.47,4.2,-17.13,4,-4.96,3,2.3,9,1,3.93,2.09,17.92,0.67,9/11/2004,nd,nd,nd,Degraded
14116,10276659,FRRP,26.2032,-80.0779,Atlantic,nd,Tropical Atlantic,Bahamas and Florida Keys,United States,Florida,Broward County,nd,1465.17,Exposed,0.0442,54.65,23,8,2005,19.0,nd,0.0,0.0,13.64,262.15,303.24,299.76,294.29,304.84,2.09,3.0,0.63,0.77,0.0,-3.4,2.67,1.67,3.69,16,4,2.66,2.05,12.93,1.33,0.63,2.09,-8.31,2.22,-2.83,1.33,0.86,3.67,0,2.32,0.6,4.54,0.13,8/23/2005,nd,nd,nd,Degraded
6408,10325765,Donner,20.052,-87.4663,Atlantic,nd,Tropical Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Boca Paila,nd,1209.28,Exposed,0.041,46.93,15,5,2005,7.6,nd,0.0,0.0,50.0,301.38,301.51,300.78,296.26,307.65,1.37,4.0,0.71,1,0.0,-5.38,6,3,2.73,11,3,0,2.98,27.48,1.56,-0.66,1.37,-5.9,5.48,-1.38,2,1.83,8,1,0,2.44,26.57,0.81,5/15/2005,Number of colonies observed: 27 ; Number of bleached colonies: 10,Number of colonies observed: 27 ; Number of bleached colonies: 10,nd,Degraded
2451,10324276,Donner,21.4814,-82.7029,Atlantic,nd,Tropical Atlantic,Cuba and Cayman Islands,Cuba,Isla de la Juventud,Carapachibey,nd,842.8,Exposed,0.0318,63.43,15,3,2001,1.1,nd,0.0,0.0,0.0,262.15,299,301.04,297.53,305.39,1.52,6.0,-0.4,1,0.0,-3.17,4.18,0,2.91,13.75,3,0,1.65,9.08,1.04,-4.02,1.52,-5.49,2.35,-1.98,0,1.06,4.5,0.25,0,0.82,5,0.29,3/15/2001,nd,nd,nd,Degraded
5739,10310458,Reef_Check,6.7139,116.3347,Pacific,116.20.084E.6.42.832N,Central Indo-Pacific,Sulu Sea,Malaysia,Sabah,Mantanani Islands,nd,113.86,Sheltered,0.1289,53.85,19,7,2018,6.5,Nutrient Indicator Algae,0.0,0.0,0.25,302.83,303.29,301.92,296.33,306.2,1.69,3.0,0.06,0.98,0.0,-3.67,3.49,16,5.84,25,7,3.03,3.48,20.97,2.67,-0.28,1.69,-7.23,2.62,-1.63,4,1.25,6,1,3,0.98,6.04,0.35,7/19/2018,nd,nd,nd,Degraded
7806,10317983,Reef_Check,-4.3081,55.7278,Indian,4S55E8,Western Indo-Pacific,Northern Seychelles,Seychelles,Inner Islands,Praslin,nd,252.91,Sheltered,0.0,38.65,29,8,1997,10.0,Fleshy Seaweed,0.0,0.0,0.0,262.15,300.57,301.03,296.6,305.51,1.49,7.0,1.09,0.87,0.0,-2.96,3.35,7.12,5.08,24.12,5.88,7.05,2.92,19.17,2.12,-2.4,1.49,-6.36,2.54,-1.93,0,1.24,5.5,0,0,0.88,7.88,0.26,8/29/1997,nd,nd,nd,Degraded
14157,10276700,FRRP,26.2518,-80.0719,Atlantic,nd,Tropical Atlantic,Bahamas and Florida Keys,United States,Florida,Broward County,nd,1222.0,Exposed,0.0447,52.57,14,9,2009,15.4,nd,0.0,0.0,48.48,300.86,303.14,299.76,294.3,305.17,2.08,3.0,0.95,0.77,0.0,-3.3,2.67,2,3.47,16,4,0,2.08,13.15,1.28,0.57,2.08,-8.26,2.59,-2.8,0,0.83,4,0,0,0.62,5.39,0.13,9/14/2009,nd,TRANSECT 2,nd,Degraded
999621,10330283,AGRRA,23.2931,-80.965,Atlantic,nd,Tropical Atlantic,Cuba and Cayman Islands,Cuba,Matanzas,Bahia de Matanzas,Cayo Cruz del Padre (Oeste) (cresta),3608.74,Sometimes,0.0468,54.08,24,5,2001,1.0,nd,0.0,0.0,0.0,301.61,300.61,300.36,295.83,305.07,1.73,4.0,-0.01,0.81,0.0,-3.43,3.97,3,3.26,15,5,0,2.08,9.27,1.76,-2.08,1.73,-6.85,2.37,-2.31,0,1.14,5,1,0,0.88,6.24,0.35,5/24/2001,nd,nd,nd,Degraded
9578,10308845,Reef_Check,8.6669,106.5632,Pacific,106.56.326E.08.66.687N,Central Indo-Pacific,South Vietnam,Vietnam,Vungtau-Baria,Con Dao,nd,290.49,Sheltered,0.0,49.29,20,10,1998,2.5,Fleshy Seaweed,0.0,0.0,0.0,300.84,302.27,300.83,296.14,306.17,1.83,4.0,0.62,0.92,0.0,-3.36,3.69,30,6.33,31,6,10.34,3.93,27.69,2.38,-0.51,1.83,-6.63,3.38,-1.94,2,2.29,13,1,0,1.78,20.11,0.49,10/20/1998,nd,nd,nd,Degraded
6073,10307732,Reef_Check,6.0694,100.0468,Pacific,100.2.807E.6.4.161N,Central Indo-Pacific,Andaman Sea,Malaysia,Kedah,Pulau Payar,nd,276.11,Exposed,0.1414,48.64,22,2,2012,7.0,Hard Coral,43.12,0.0,0.0,303.77,301.75,303.08,298.72,306.89,1.25,2.0,-0.73,0.96,0.0,-3.59,3.2,5,5.44,31,7,1.08,3.58,21.42,2.54,-2.56,1.25,-5.58,2.57,-1.22,0,2.49,12,1,0,1.84,19.31,0.61,2/22/2012,nd,nd,nd,Transitional
15604,10311249,Reef_Check,4.4886,118.8603,Pacific,118.51.37E.4.29.19N,Central Indo-Pacific,Sulu Sea,Malaysia,Sabah,Semporna,South Kalapuan Island,4024.59,Sheltered,0.0797,54.51,8,9,2018,10.0,Hard Coral,23.75,0.0,1.0,302.1,302.76,301.75,298.67,304.86,0.94,1.0,0.85,0.79,0.0,-2.94,2.62,4,4.03,19,4,0,2.17,15.95,1.56,0.23,0.94,-3.85,2.32,-0.77,1,1.37,6,1,0,0.94,7.92,0.41,9/8/2018,nd,nd,nd,Degraded
7639,10311768,Reef_Check,13.7737,120.6443,Pacific,120.38.657E.13.46.424N,Central Indo-Pacific,North Philippines,Philippines,Calabarzon,Batangas,nd,708.86,Sheltered,0.0588,49.73,16,6,2010,20.0,Nutrient Indicator Algae,1.88,0.0,0.0,302.24,304.61,301.12,296.93,305.92,1.5,2.0,1.9,0.86,0.0,-3.31,3.35,2,4.94,26,6,3.39,3.13,20.38,2.09,1.9,1.5,-5.77,3.21,-1.58,2,2.03,9,1,3.35,1.75,14.39,0.6,6/16/2010,nd,nd,nd,Degraded
4444,10320145,Reef_Check,18.4978,-77.9328,Atlantic,77.55.968W.18.29.868N,Tropical Atlantic,Jamaica,Jamaica,St. James Parish,Montego Bay,nd,788.53,Exposed,0.0343,58.72,4,7,2013,7.0,Nutrient Indicator Algae,18.12,0.0,1.0,302.45,302.24,301.16,298.03,304.53,1.16,7.0,0.34,0.69,0.0,-3.43,2.04,2,3.39,14,3,2.41,1.91,13.27,1.05,-0.26,1.16,-4.46,2.02,-1.33,0,1.58,6,1,0,1.13,7.15,0.36,7/4/2013,nd,nd,nd,Degraded
6359,10325363,Donner,-20.2893,57.8164,Indian,nd,Western Indo-Pacific,Mascarene Islands,Mauritius,Flacq District,Ile des Roches,Grand River South East- 1 GRSE1,2073.45,Sheltered,0.0437,45.54,15,3,2004,0.0,nd,0.0,0.0,75.0,300.12,300.76,298.48,293.76,303.0,1.84,8.0,0.03,1,0.0,-2.58,2.78,2,4.47,18,3,1.32,2.29,13.91,1.22,-0.07,1.84,-7.06,2.16,-2.34,1,1.18,4,0,1.29,0.87,5.71,0.23,3/15/2004,% bleached = Bleaching Index,% bleached = Bleaching Index,Bleaching percent averaged from code: Severe (>50% Bleached),Degraded
6634,10317685,Reef_Check,-11.832,40.5637,Indian,40.33.82E.11.49.92S,Western Indo-Pacific,North Mozambique coast,Mozambique,Cabo Delgado Province,Ingoane,nd,5843.15,Sheltered,0.0,35.08,31,10,2002,9.0,Hard Coral,23.75,0.0,0.0,301.26,300.27,300.55,296.38,305.08,1.55,4.0,-0.38,0.79,0.0,-2.99,3.17,6,3.73,18,4,0,2.27,15.05,1.6,-1.89,1.55,-5.77,2.91,-1.6,4,1.83,8,1,0,1.4,10.07,0.6,10/31/2002,nd,nd,nd,Degraded
9106,10328436,Donner,24.445,-81.923,Atlantic,nd,Tropical Atlantic,Bahamas and Florida Keys,United States,Florida,Monroe County,A1032,8967.57,Exposed,0.0586,56.58,15,9,2005,8.8,nd,0.0,0.0,30.6,300.93,301.91,299.82,293.35,305.54,2.51,8.0,-0.56,1,0.0,-3.91,3.64,1,4.51,23,6,1.18,2.75,17.1,2.14,-1.32,2.51,-9.88,2.3,-3.4,1,1.02,4,0,1.18,0.74,5.96,0.23,9/15/2005,nd,nd,nd,Degraded
3155,10316174,Reef_Check,-16.794,178.2939,Pacific,178.17.633E.16.47.642S,Central Indo-Pacific,Fiji,Fiji,Vanua Levu Group,Yadua Island,nd,76.8,Sheltered,0.052,45.12,13,3,2002,10.0,Hard Coral,20.0,0.0,0.0,262.15,302.08,300.47,295.89,304.55,1.45,5.0,0.08,0.84,0.0,-3.41,3.41,6.75,5.27,24.62,5.62,3.28,2.88,18.31,1.98,0.04,1.45,-6.14,2.51,-1.55,1.75,1.42,5.75,1,2.28,1.01,7.43,0.4,3/13/2002,nd,nd,nd,Degraded
6477,10326712,Donner,18.704,-87.704,Atlantic,nd,Tropical Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,LL10,1018.88,Sometimes,0.0273,49.1,15,11,2005,8.8,nd,0.0,0.0,41.2,262.15,299.8,300.88,297.55,304.62,1.2,7.0,-1.51,1,0.0,-3.77,3.18,8.67,2.93,14.33,2.33,5.39,1.57,9.01,0.85,-2.46,1.2,-4.7,2.35,-1.37,2.67,1.12,4.67,0,4.24,0.79,6.68,0.24,11/15/2005,nd,nd,nd,Degraded
5551,10308727,Reef_Check,2.8759,104.1482,Pacific,104.8.892E0N,Central Indo-Pacific,Sunda Shelf south-east Asia,Malaysia,Pahang,Tioman Island,nd,30.27,Sheltered,0.0465,49.52,22,7,2018,8.5,Nutrient Indicator Algae,0.62,0.0,0.0,301.98,301.92,301.81,297.54,305.42,1.27,3.0,0.08,0.91,0.0,-3.73,3.51,5,6.41,30,6,1,3.72,30.48,2.31,-1.3,1.27,-5.67,2.2,-1.4,0,1.47,7,1,0,1.06,8.31,0.36,7/22/2018,nd,nd,nd,Degraded
